Date,Machine,Power Rating,Working Hours,Temp,Humidity,Production Output,Maintenance,Energy Consumed
2023-07-19,Cutting Machine,13.49,10.39,29.33,57.76,551.43,0,140.1
2023-07-19,Sewing Machine,7.21,9.37,21.32,64.56,253.11,0,67.63
2023-07-19,HVAC System,33.82,10.33,29.78,41.45,0.0,0,349.45
2023-07-19,Air Compressor,13.94,9.37,29.64,59.4,0.0,0,130.68
2023-07-19,Lighting System,3.64,13.52,35.0,44.19,0.0,0,49.27
2023-07-19,Water Pump,10.52,6.11,27.03,51.22,0.0,0,64.26
2023-07-19,Steam Boiler,37.03,10.69,22.37,63.27,0.0,0,395.78
2023-07-20,Spinning Machine,20.05,9.92,31.61,45.81,771.9,0,198.8
2023-07-20,Weaving Machine,17.21,9.72,30.69,36.58,555.4,0,167.2
2023-07-20,Dyeing Machine,29.89,8.26,33.73,67.79,470.65,0,246.79
2023-07-20,Cutting Machine,8.13,10.19,28.27,41.7,847.86,0,82.84
2023-07-20,Sewing Machine,5.95,8.31,25.36,68.38,296.97,0,49.41
2023-07-20,HVAC System,27.98,8.08,21.72,48.28,0.0,0,226.23
2023-07-20,Air Compressor,18.08,7.65,32.14,51.84,0.0,0,138.23
2023-07-20,Lighting System,3.36,12.08,26.96,40.09,0.0,0,40.61
2023-07-20,Water Pump,4.57,8.38,33.28,30.57,0.0,0,38.35
2023-07-20,Steam Boiler,39.24,9.98,32.34,49.86,0.0,0,391.62
2023-07-21,Spinning Machine,21.51,8.77,27.05,49.02,718.89,0,188.61
2023-07-21,Weaving Machine,10.17,9.45,32.57,37.63,635.21,0,96.09
2023-07-21,Dyeing Machine,27.04,11.1,33.15,49.52,715.26,0,300.22
2023-07-21,Cutting Machine,11.37,8.05,27.95,60.67,534.87,0,91.57
2023-07-21,Sewing Machine,6.6,9.42,32.78,60.22,88.67,0,62.2
2023-07-21,HVAC System,32.04,9.89,28.31,68.38,0.0,0,316.93
2023-07-21,Air Compressor,14.77,7.57,23.04,35.42,0.0,1,134.19
2023-07-21,Lighting System,4.34,12.03,28.34,52.87,0.0,0,52.2
2023-07-21,Water Pump,10.57,5.67,25.23,54.46,0.0,0,59.92
2023-07-21,Steam Boiler,42.21,10.2,23.68,31.49,0.0,0,430.64
2023-07-22,Spinning Machine,16.5,3.0,32.8,40.92,221.48,1,59.32
2023-07-22,Weaving Machine,15.33,1.95,34.66,48.09,159.72,0,29.96
2023-07-22,Dyeing Machine,28.09,2.69,21.22,58.06,219.58,0,75.68
2023-07-22,Cutting Machine,8.18,0.49,29.6,34.42,15.51,0,3.98
2023-07-22,Sewing Machine,7.45,2.8,22.74,40.82,140.88,0,20.88
2023-07-22,HVAC System,25.92,8.39,23.3,43.62,0.0,0,217.45
2023-07-22,Air Compressor,12.88,2.07,22.24,37.01,0.0,1,32.07
2023-07-22,Lighting System,5.97,7.61,34.76,51.4,0.0,1,54.51
2023-07-22,Water Pump,11.32,5.83,29.49,57.68,0.0,0,66.05
2023-07-22,Steam Boiler,41.55,4.27,23.76,69.07,0.0,0,177.46
2023-07-23,Spinning Machine,21.0,2.03,24.1,66.49,59.72,0,42.63
2023-07-23,Weaving Machine,10.16,0.24,32.58,36.3,10.29,0,2.44
2023-07-23,Dyeing Machine,20.41,1.13,28.91,49.45,18.67,0,23.1
2023-07-23,Cutting Machine,5.76,1.17,29.34,44.72,61.16,0,6.74
2023-07-23,Sewing Machine,5.04,3.48,27.11,68.91,161.98,1,21.02
2023-07-23,HVAC System,36.97,11.39,33.31,58.18,0.0,0,421.28
2023-07-23,Air Compressor,17.49,2.64,29.43,62.48,0.0,0,46.25
2023-07-23,Lighting System,6.61,5.03,28.66,36.22,0.0,0,33.26
2023-07-23,Water Pump,6.41,7.5,25.15,31.4,0.0,0,48.11
2023-07-23,Steam Boiler,37.21,4.3,34.91,48.25,0.0,0,160.12
2023-07-24,Spinning Machine,19.65,11.03,32.86,57.19,872.04,0,216.71
2023-07-24,Weaving Machine,10.69,9.47,31.34,34.76,465.67,0,101.22
2023-07-24,Dyeing Machine,21.24,11.92,20.7,61.47,752.81,0,253.11
2023-07-24,Cutting Machine,12.63,10.28,27.46,46.91,245.79,0,129.83
2023-07-24,Sewing Machine,6.15,8.27,22.28,34.47,485.21,0,50.86
2023-07-24,HVAC System,28.32,9.61,27.38,49.21,0.0,0,272.29
2023-07-24,Air Compressor,12.56,6.52,30.1,33.18,0.0,0,81.94
2023-07-24,Lighting System,3.63,11.5,21.79,65.06,0.0,0,41.73
2023-07-24,Water Pump,7.54,5.07,26.9,64.01,0.0,0,38.2
2023-07-24,Steam Boiler,36.26,9.81,32.14,43.23,0.0,0,355.6
2023-07-25,Spinning Machine,17.83,10.34,22.99,45.54,768.36,0,184.29
2023-07-25,Weaving Machine,14.96,10.56,22.98,69.69,185.69,0,157.96
2023-07-25,Dyeing Machine,26.09,10.3,32.53,41.22,780.16,0,268.69
2023-07-25,Cutting Machine,6.23,9.65,33.8,48.11,727.66,0,60.12
2023-07-25,Sewing Machine,4.94,11.25,32.52,49.24,535.11,1,66.63
2023-07-25,HVAC System,31.66,9.43,26.75,62.29,0.0,0,298.39
2023-07-25,Air Compressor,11.23,9.56,33.5,40.01,0.0,0,107.36
2023-07-25,Lighting System,4.04,11.63,20.16,36.55,0.0,0,46.99
2023-07-25,Water Pump,8.44,6.54,22.79,40.47,0.0,0,55.21
2023-07-25,Steam Boiler,32.58,10.15,30.97,65.62,0.0,0,330.66
2023-07-26,Spinning Machine,24.08,9.26,30.93,69.9,635.86,0,222.95
2023-07-26,Weaving Machine,13.39,10.8,20.97,62.03,442.82,0,144.6
2023-07-26,Dyeing Machine,23.47,8.46,24.76,61.27,456.86,0,198.55
2023-07-26,Cutting Machine,9.83,10.68,31.51,66.5,464.74,0,105.07
2023-07-26,Sewing Machine,4.34,11.11,27.31,62.69,578.87,0,48.22
2023-07-26,HVAC System,31.55,11.32,33.07,49.93,0.0,0,357.21
2023-07-26,Air Compressor,10.59,6.06,30.91,39.41,0.0,0,64.15
2023-07-26,Lighting System,5.18,13.78,20.96,46.36,0.0,0,71.42
2023-07-26,Water Pump,10.08,6.35,29.09,50.79,0.0,0,63.96
2023-07-26,Steam Boiler,38.72,10.31,27.18,58.82,0.0,0,399.07
2023-07-27,Spinning Machine,18.52,11.34,24.63,36.82,385.46,0,209.95
2023-07-27,Weaving Machine,18.19,8.83,23.64,56.32,727.55,1,192.71
2023-07-27,Dyeing Machine,27.62,10.46,33.54,64.66,328.7,0,288.93
2023-07-27,Cutting Machine,14.31,8.28,34.57,66.43,454.82,0,118.53
2023-07-27,Sewing Machine,4.96,10.43,30.3,58.76,292.91,0,51.77
2023-07-27,HVAC System,35.8,11.65,34.16,49.27,0.0,0,416.93
2023-07-27,Air Compressor,15.53,9.1,27.28,59.67,0.0,0,141.26
2023-07-27,Lighting System,4.2,12.73,24.76,35.93,0.0,0,53.52
2023-07-27,Water Pump,5.17,7.71,26.72,30.74,0.0,0,39.85
2023-07-27,Steam Boiler,34.47,8.3,29.92,38.19,0.0,0,286.09
2023-07-28,Spinning Machine,15.98,10.52,24.42,30.49,647.63,0,168.05
2023-07-28,Weaving Machine,15.12,9.68,23.99,53.18,177.5,0,146.43
2023-07-28,Dyeing Machine,21.98,10.92,34.11,56.23,551.34,0,239.92
2023-07-28,Cutting Machine,10.04,11.67,28.56,59.0,269.43,0,117.22
2023-07-28,Sewing Machine,5.28,9.41,27.78,65.03,101.11,0,49.66
2023-07-28,HVAC System,30.03,8.15,22.5,68.53,0.0,0,244.72
2023-07-28,Air Compressor,17.56,6.94,22.48,34.96,0.0,0,121.77
2023-07-28,Lighting System,4.57,13.32,25.53,41.6,0.0,0,60.85
2023-07-28,Water Pump,6.69,6.28,21.76,42.5,0.0,1,50.37
2023-07-28,Steam Boiler,43.04,9.69,23.53,48.44,0.0,0,417.07
2023-07-29,Spinning Machine,24.76,1.39,29.46,60.51,108.5,0,34.33
2023-07-29,Weaving Machine,17.79,1.91,23.35,63.11,131.02,0,33.99
2023-07-29,Dyeing Machine,23.65,1.39,22.61,47.03,23.91,0,32.78
2023-07-29,Cutting Machine,14.89,3.02,27.32,35.98,111.58,0,44.9
2023-07-29,Sewing Machine,8.04,1.12,23.56,31.21,10.41,0,8.97
2023-07-29,HVAC System,28.66,10.7,30.99,65.05,0.0,1,367.9
2023-07-29,Air Compressor,17.89,3.9,20.98,68.31,0.0,0,69.8
2023-07-29,Lighting System,4.07,5.94,27.6,33.86,0.0,0,24.19
2023-07-29,Water Pump,10.38,5.11,21.12,56.24,0.0,1,63.69
2023-07-29,Steam Boiler,34.74,2.55,29.5,37.0,0.0,0,88.61
2023-07-30,Spinning Machine,23.1,3.45,32.34,37.91,66.45,0,79.75
2023-07-30,Weaving Machine,17.01,1.56,33.34,46.41,53.24,0,26.51
2023-07-30,Dyeing Machine,27.07,3.3,28.33,55.65,217.41,0,89.38
2023-07-30,Cutting Machine,9.22,0.46,20.91,66.56,9.09,0,4.28
2023-07-30,Sewing Machine,6.14,3.24,30.81,46.82,28.89,0,19.9
2023-07-30,HVAC System,37.52,11.06,32.21,30.34,0.0,0,415.02
2023-07-30,Air Compressor,14.83,3.52,26.88,48.97,0.0,0,52.24
2023-07-30,Lighting System,4.7,4.09,22.22,37.28,0.0,0,19.18
2023-07-30,Water Pump,10.03,6.75,34.68,52.73,0.0,0,67.68
2023-07-30,Steam Boiler,41.11,4.35,20.72,30.01,0.0,0,178.7
2023-07-31,Spinning Machine,21.84,9.62,28.24,61.37,634.86,0,210.08
2023-07-31,Weaving Machine,18.66,8.52,23.78,61.52,481.55,0,159.05
2023-07-31,Dyeing Machine,23.3,10.47,23.04,64.8,622.93,0,243.95
2023-07-31,Cutting Machine,10.07,9.61,30.47,38.8,314.72,0,96.81
2023-07-31,Sewing Machine,9.74,11.78,26.4,33.93,288.71,1,137.78
2023-07-31,HVAC System,30.51,8.04,22.14,43.74,0.0,0,245.35
2023-07-31,Air Compressor,17.0,7.79,23.43,52.1,0.0,0,132.46
2023-07-31,Lighting System,6.79,11.61,31.53,47.16,0.0,0,78.83
2023-07-31,Water Pump,10.22,5.49,32.6,65.93,0.0,0,56.04
2023-07-31,Steam Boiler,35.46,9.05,21.01,56.56,0.0,0,320.8
2023-08-01,Spinning Machine,16.26,10.64,22.62,69.13,630.7,1,207.69
2023-08-01,Weaving Machine,18.17,10.66,20.45,65.09,190.13,0,193.73
2023-08-01,Dyeing Machine,28.09,8.79,28.2,43.33,175.75,0,246.86
2023-08-01,Cutting Machine,14.27,11.69,32.06,68.21,628.56,0,166.93
2023-08-01,Sewing Machine,3.53,10.65,27.81,58.62,871.53,0,37.61
2023-08-01,HVAC System,36.58,10.07,28.88,37.18,0.0,0,368.18
2023-08-01,Air Compressor,13.77,6.22,26.94,34.35,0.0,0,85.62
2023-08-01,Lighting System,4.83,12.27,21.55,32.05,0.0,0,59.29
2023-08-01,Water Pump,6.01,6.98,26.86,40.08,0.0,0,41.96
2023-08-01,Steam Boiler,33.65,8.04,32.09,50.81,0.0,1,324.47
2023-08-02,Spinning Machine,16.47,10.23,29.88,31.66,815.8,1,202.21
2023-08-02,Weaving Machine,19.8,10.13,29.64,35.2,605.44,0,200.6
2023-08-02,Dyeing Machine,25.62,10.78,22.43,39.05,766.86,0,276.07
2023-08-02,Cutting Machine,5.21,8.74,20.05,59.52,304.56,0,45.52
2023-08-02,Sewing Machine,9.72,9.05,32.03,59.13,296.28,0,87.91
2023-08-02,HVAC System,36.17,11.09,32.31,52.28,0.0,0,401.25
2023-08-02,Air Compressor,14.1,9.39,30.73,52.06,0.0,0,132.39
2023-08-02,Lighting System,5.69,13.75,22.88,59.0,0.0,0,78.29
2023-08-02,Water Pump,8.78,6.79,26.01,41.44,0.0,0,59.59
2023-08-02,Steam Boiler,42.13,10.92,24.44,50.36,0.0,0,460.05
2023-08-03,Spinning Machine,16.3,8.04,33.55,55.14,88.44,0,131.09
2023-08-03,Weaving Machine,14.28,9.36,22.21,52.68,479.65,0,133.64
2023-08-03,Dyeing Machine,25.04,11.27,27.42,39.36,194.34,0,282.07
2023-08-03,Cutting Machine,6.9,10.12,33.12,65.1,602.92,0,69.78
2023-08-03,Sewing Machine,8.54,11.16,22.93,48.47,881.83,0,95.34
2023-08-03,HVAC System,37.21,11.67,34.24,46.02,0.0,0,434.38
2023-08-03,Air Compressor,15.76,7.38,32.9,61.09,0.0,0,116.33
2023-08-03,Lighting System,5.1,10.35,20.68,37.97,0.0,0,52.8
2023-08-03,Water Pump,5.36,7.76,31.69,36.38,0.0,0,41.59
2023-08-03,Steam Boiler,37.98,10.15,32.82,53.31,0.0,0,385.68
2023-08-04,Spinning Machine,15.38,11.37,23.89,42.25,773.32,0,174.9
2023-08-04,Weaving Machine,12.47,11.34,25.4,54.36,203.23,0,141.45
2023-08-04,Dyeing Machine,29.6,9.52,26.65,50.75,220.58,0,281.82
2023-08-04,Cutting Machine,13.28,10.52,30.54,53.45,744.03,0,139.71
2023-08-04,Sewing Machine,6.85,9.19,28.99,32.42,288.75,0,62.99
2023-08-04,HVAC System,33.07,8.29,22.98,32.07,0.0,0,274.24
2023-08-04,Air Compressor,14.58,7.53,26.18,43.16,0.0,0,109.88
2023-08-04,Lighting System,4.09,10.07,26.88,56.73,0.0,0,41.24
2023-08-04,Water Pump,7.15,6.11,34.15,60.09,0.0,0,43.67
2023-08-04,Steam Boiler,34.95,9.83,30.22,32.49,0.0,1,412.22
2023-08-05,Spinning Machine,20.64,2.08,30.34,52.14,90.56,0,42.89
2023-08-05,Weaving Machine,10.77,3.31,26.74,44.44,203.95,0,35.63
2023-08-05,Dyeing Machine,26.49,0.33,34.15,62.99,12.51,0,8.74
2023-08-05,Cutting Machine,13.11,3.58,20.17,34.92,200.36,0,46.92
2023-08-05,Sewing Machine,7.47,2.51,31.13,32.28,31.17,0,18.77
2023-08-05,HVAC System,25.95,8.79,24.62,30.31,0.0,0,227.95
2023-08-05,Air Compressor,11.51,2.94,24.89,31.29,0.0,0,33.86
2023-08-05,Lighting System,3.26,5.85,34.32,33.57,0.0,0,19.08
2023-08-05,Water Pump,6.4,5.43,28.6,61.57,0.0,0,34.78
2023-08-05,Steam Boiler,32.35,3.33,30.78,57.15,0.0,0,107.77
2023-08-06,Spinning Machine,21.58,1.66,20.25,45.93,24.02,0,35.75
2023-08-06,Weaving Machine,18.71,1.35,29.25,35.34,52.62,0,25.24
2023-08-06,Dyeing Machine,20.58,1.51,21.92,54.92,76.52,0,31.09
2023-08-06,Cutting Machine,14.48,3.68,27.5,69.11,197.83,1,63.95
2023-08-06,Sewing Machine,4.44,2.79,29.26,43.8,124.83,0,12.4
2023-08-06,HVAC System,30.82,11.16,32.55,69.88,0.0,0,344.1
2023-08-06,Air Compressor,15.96,3.43,33.61,38.76,0.0,1,65.63
2023-08-06,Lighting System,5.92,4.24,22.53,60.35,0.0,0,25.13
2023-08-06,Water Pump,9.6,7.08,33.07,46.59,0.0,0,67.94
2023-08-06,Steam Boiler,35.34,4.75,25.54,48.55,0.0,0,167.74
2023-08-07,Spinning Machine,16.03,8.88,22.64,44.76,180.58,0,142.37
2023-08-07,Weaving Machine,11.29,10.36,30.97,54.05,739.08,0,116.98
2023-08-07,Dyeing Machine,27.0,8.01,26.64,34.12,653.28,0,216.2
2023-08-07,Cutting Machine,9.52,8.6,28.79,57.93,328.14,0,81.84
2023-08-07,Sewing Machine,8.86,11.95,27.77,32.57,247.99,0,105.86
2023-08-07,HVAC System,31.25,11.66,34.19,52.84,0.0,0,364.23
2023-08-07,Air Compressor,16.93,8.68,20.58,45.43,0.0,1,176.45
2023-08-07,Lighting System,3.78,12.31,29.65,33.41,0.0,0,46.55
2023-08-07,Water Pump,8.85,5.87,28.17,55.58,0.0,0,51.97
2023-08-07,Steam Boiler,37.62,11.75,20.59,31.42,0.0,0,442.03
2023-08-08,Spinning Machine,21.63,9.3,34.57,60.45,541.99,0,201.22
2023-08-08,Weaving Machine,18.22,10.36,28.89,50.22,608.89,0,188.84
2023-08-08,Dyeing Machine,24.61,8.96,26.72,48.95,209.03,0,220.43
2023-08-08,Cutting Machine,9.0,11.43,26.37,46.04,612.35,0,102.86
2023-08-08,Sewing Machine,9.96,11.41,32.59,64.66,535.36,0,113.62
2023-08-08,HVAC System,37.61,10.45,30.16,69.65,0.0,0,392.94
2023-08-08,Air Compressor,13.48,9.92,30.27,38.13,0.0,0,133.72
2023-08-08,Lighting System,5.58,13.2,23.17,34.78,0.0,0,73.69
2023-08-08,Water Pump,5.36,6.0,21.38,45.53,0.0,0,32.11
2023-08-08,Steam Boiler,35.81,9.87,33.2,55.16,0.0,0,353.27
2023-08-09,Spinning Machine,15.24,11.53,31.79,38.61,857.4,0,175.75
2023-08-09,Weaving Machine,12.32,9.48,27.54,30.77,340.39,0,116.74
2023-08-09,Dyeing Machine,22.34,8.43,24.42,65.51,482.15,1,226.09
2023-08-09,Cutting Machine,12.95,8.45,27.68,56.83,274.57,0,109.39
2023-08-09,Sewing Machine,8.0,11.44,28.95,31.78,229.68,0,91.47
2023-08-09,HVAC System,34.45,9.57,27.25,39.68,0.0,0,329.8
2023-08-09,Air Compressor,16.47,7.09,31.54,54.77,0.0,0,116.81
2023-08-09,Lighting System,6.37,11.66,23.55,66.36,0.0,0,74.24
2023-08-09,Water Pump,9.37,4.48,21.06,64.06,0.0,0,41.97
2023-08-09,Steam Boiler,34.98,10.06,25.81,42.44,0.0,0,351.83
2023-08-10,Spinning Machine,17.45,11.88,28.97,65.68,319.84,0,207.32
2023-08-10,Weaving Machine,14.85,10.92,27.24,66.85,572.22,0,162.08
2023-08-10,Dyeing Machine,26.91,10.46,24.59,45.07,427.17,0,281.49
2023-08-10,Cutting Machine,9.41,11.35,26.04,33.5,714.89,0,106.75
2023-08-10,Sewing Machine,8.75,9.62,21.3,63.4,774.07,1,100.97
2023-08-10,HVAC System,28.97,8.64,24.15,39.66,0.0,0,250.45
2023-08-10,Air Compressor,16.3,7.5,33.5,32.64,0.0,0,122.28
2023-08-10,Lighting System,6.13,11.37,31.17,66.57,0.0,0,69.68
2023-08-10,Water Pump,5.91,6.01,20.67,44.49,0.0,0,35.48
2023-08-10,Steam Boiler,32.85,10.72,34.16,40.62,0.0,0,352.25
2023-08-11,Spinning Machine,20.95,10.8,20.02,48.0,625.62,0,226.29
2023-08-11,Weaving Machine,13.44,11.7,31.6,60.79,543.06,0,157.26
2023-08-11,Dyeing Machine,24.78,9.11,30.69,52.71,527.12,0,225.88
2023-08-11,Cutting Machine,13.94,9.65,29.83,44.22,106.11,0,134.45
2023-08-11,Sewing Machine,6.03,10.4,27.76,67.05,354.47,1,75.21
2023-08-11,HVAC System,28.98,8.04,22.14,54.93,0.0,0,233.05
2023-08-11,Air Compressor,11.61,7.54,23.41,55.82,0.0,1,105.09
2023-08-11,Lighting System,6.58,11.56,20.27,41.19,0.0,0,76.09
2023-08-11,Water Pump,4.89,6.6,24.76,42.24,0.0,0,32.28
2023-08-11,Steam Boiler,37.68,8.97,21.36,34.75,0.0,0,337.9
2023-08-12,Spinning Machine,22.45,3.41,24.51,61.2,81.87,0,76.57
2023-08-12,Weaving Machine,17.67,2.51,34.03,39.07,190.43,0,44.28
2023-08-12,Dyeing Machine,29.78,1.38,34.67,51.78,96.7,0,41.14
2023-08-12,Cutting Machine,13.86,0.28,28.88,42.04,4.25,0,3.82
2023-08-12,Sewing Machine,3.26,2.15,32.4,68.12,128.51,1,8.42
2023-08-12,HVAC System,25.85,8.14,22.48,51.06,0.0,0,210.54
2023-08-12,Air Compressor,12.67,2.52,30.25,49.65,0.0,0,31.95
2023-08-12,Lighting System,3.29,6.95,30.67,56.54,0.0,0,22.87
2023-08-12,Water Pump,4.64,6.94,20.63,32.83,0.0,0,32.16
2023-08-12,Steam Boiler,37.12,4.61,27.64,40.73,0.0,0,171.31
2023-08-13,Spinning Machine,16.89,0.59,20.38,57.16,15.94,0,9.91
2023-08-13,Weaving Machine,17.33,1.55,32.91,58.14,106.09,0,26.88
2023-08-13,Dyeing Machine,23.58,1.41,32.66,41.05,99.58,0,33.3
2023-08-13,Cutting Machine,8.9,0.4,23.61,40.74,11.57,0,3.53
2023-08-13,Sewing Machine,9.27,3.56,26.39,38.36,296.75,1,39.63
2023-08-13,HVAC System,31.83,10.0,28.67,69.46,0.0,0,318.38
2023-08-13,Air Compressor,15.07,2.8,30.42,40.26,0.0,1,50.58
2023-08-13,Lighting System,4.44,6.84,32.93,45.65,0.0,0,30.39
2023-08-13,Water Pump,5.65,6.68,29.03,46.54,0.0,1,45.31
2023-08-13,Steam Boiler,41.94,4.83,20.49,32.78,0.0,0,202.49
2023-08-14,Spinning Machine,20.35,10.02,28.79,69.39,831.77,0,203.92
2023-08-14,Weaving Machine,11.2,11.64,23.52,60.47,129.97,0,130.3
2023-08-14,Dyeing Machine,24.16,9.54,31.88,34.94,438.22,0,230.56
2023-08-14,Cutting Machine,13.78,10.96,25.11,44.15,398.99,0,150.97
2023-08-14,Sewing Machine,7.22,11.81,29.52,49.58,547.13,0,85.2
2023-08-14,HVAC System,35.39,11.58,33.92,60.05,0.0,1,491.66
2023-08-14,Air Compressor,16.72,6.88,21.36,65.6,0.0,0,115.02
2023-08-14,Lighting System,5.93,12.41,21.29,60.38,0.0,1,88.27
2023-08-14,Water Pump,4.41,7.52,31.15,38.72,0.0,0,33.18
2023-08-14,Steam Boiler,42.47,11.57,22.13,42.03,0.0,1,589.85
2023-08-15,Spinning Machine,21.73,11.37,32.63,37.0,721.21,0,247.14
2023-08-15,Weaving Machine,13.35,11.87,22.95,65.81,548.18,0,158.55
2023-08-15,Dyeing Machine,25.04,9.97,22.67,36.4,312.47,0,249.7
2023-08-15,Cutting Machine,14.51,11.36,29.39,46.95,751.53,0,164.83
2023-08-15,Sewing Machine,4.97,9.34,25.11,61.93,723.56,1,55.67
2023-08-15,HVAC System,31.37,9.19,25.96,31.92,0.0,0,288.27
2023-08-15,Air Compressor,11.33,9.27,29.44,61.58,0.0,0,104.96
2023-08-15,Lighting System,4.58,12.42,21.65,43.82,0.0,1,68.25
2023-08-15,Water Pump,8.87,6.2,27.05,50.07,0.0,0,54.99
2023-08-15,Steam Boiler,35.71,8.46,33.07,49.59,0.0,0,301.92
2023-08-16,Spinning Machine,17.27,10.97,21.56,45.55,236.74,0,189.38
2023-08-16,Weaving Machine,17.88,11.61,28.8,42.49,232.29,0,207.66
2023-08-16,Dyeing Machine,21.82,11.57,28.1,45.5,859.74,0,252.32
2023-08-16,Cutting Machine,6.85,8.75,32.77,51.94,153.05,0,59.89
2023-08-16,Sewing Machine,8.75,10.96,20.71,39.81,226.52,0,95.94
2023-08-16,HVAC System,30.69,10.01,28.69,67.39,0.0,0,307.14
2023-08-16,Air Compressor,15.15,9.43,24.96,42.42,0.0,0,142.94
2023-08-16,Lighting System,3.71,12.67,25.55,38.97,0.0,0,46.98
2023-08-16,Water Pump,11.14,5.68,25.76,54.99,0.0,1,75.91
2023-08-16,Steam Boiler,37.02,10.53,34.11,38.36,0.0,0,389.73
2023-08-17,Spinning Machine,21.62,10.71,24.84,43.05,754.72,1,277.79
2023-08-17,Weaving Machine,19.9,10.17,20.95,66.04,331.31,0,202.38
2023-08-17,Dyeing Machine,29.32,10.43,32.34,49.87,420.56,0,305.73
2023-08-17,Cutting Machine,9.26,11.93,27.34,39.05,409.73,0,110.49
2023-08-17,Sewing Machine,5.19,9.5,20.79,53.6,696.42,0,49.26
2023-08-17,HVAC System,27.95,10.37,29.9,34.54,0.0,0,289.86
2023-08-17,Air Compressor,13.67,8.66,24.08,69.72,0.0,0,118.3
2023-08-17,Lighting System,3.42,11.0,32.53,42.02,0.0,0,37.63
2023-08-17,Water Pump,11.03,5.56,26.41,57.24,0.0,0,61.35
2023-08-17,Steam Boiler,38.9,9.65,25.34,38.07,0.0,0,375.48
2023-08-18,Spinning Machine,15.91,9.2,28.87,43.97,328.22,0,146.41
2023-08-18,Weaving Machine,15.97,8.64,22.79,65.33,637.2,0,138.02
2023-08-18,Dyeing Machine,23.61,10.95,28.4,55.4,341.36,0,258.59
2023-08-18,Cutting Machine,7.39,8.94,31.0,46.72,430.05,0,66.06
2023-08-18,Sewing Machine,8.74,11.94,29.95,48.08,369.08,0,104.39
2023-08-18,HVAC System,27.48,8.63,24.1,55.69,0.0,0,237.16
2023-08-18,Air Compressor,9.65,9.3,29.9,41.87,0.0,0,89.78
2023-08-18,Lighting System,5.71,12.28,26.11,37.72,0.0,0,70.06
2023-08-18,Water Pump,11.03,4.6,23.46,65.51,0.0,0,50.78
2023-08-18,Steam Boiler,40.88,8.01,21.45,31.18,0.0,0,327.46
2023-08-19,Spinning Machine,17.47,0.19,21.74,55.94,15.32,0,3.36
2023-08-19,Weaving Machine,10.57,0.45,31.41,60.05,6.64,0,4.73
2023-08-19,Dyeing Machine,22.56,2.62,24.49,59.36,138.51,0,59.06
2023-08-19,Cutting Machine,12.61,2.52,26.48,64.71,194.91,0,31.75
2023-08-19,Sewing Machine,5.65,3.19,21.06,66.94,89.28,0,18.0
2023-08-19,HVAC System,34.35,11.58,33.94,37.56,0.0,0,397.85
2023-08-19,Air Compressor,15.85,3.92,29.31,61.92,0.0,0,62.04
2023-08-19,Lighting System,5.11,5.88,31.63,50.27,0.0,0,30.05
2023-08-19,Water Pump,10.93,4.63,22.69,64.24,0.0,0,50.6
2023-08-19,Steam Boiler,36.01,2.31,34.41,32.64,0.0,0,83.2
2023-08-20,Spinning Machine,24.52,3.65,21.03,51.08,195.29,0,89.49
2023-08-20,Weaving Machine,17.78,0.92,27.89,50.51,72.75,0,16.41
2023-08-20,Dyeing Machine,21.52,3.26,20.36,66.49,112.8,0,70.19
2023-08-20,Cutting Machine,11.93,2.33,30.6,50.81,147.16,1,33.4
2023-08-20,Sewing Machine,7.24,2.07,21.64,39.68,52.97,0,14.99
2023-08-20,HVAC System,33.53,8.3,23.01,54.96,0.0,0,278.39
2023-08-20,Air Compressor,20.43,2.33,21.72,68.94,0.0,0,47.65
2023-08-20,Lighting System,4.14,6.45,34.24,37.1,0.0,0,26.69
2023-08-20,Water Pump,5.76,6.14,34.68,60.3,0.0,0,35.36
2023-08-20,Steam Boiler,41.16,2.32,23.61,65.54,0.0,0,95.55
2023-08-21,Spinning Machine,18.01,10.35,23.85,39.24,397.49,0,186.36
2023-08-21,Weaving Machine,14.49,8.77,22.87,33.51,88.4,0,127.08
2023-08-21,Dyeing Machine,20.88,9.2,20.85,65.14,183.23,0,192.11
2023-08-21,Cutting Machine,14.28,11.64,25.53,43.15,848.98,0,166.32
2023-08-21,Sewing Machine,4.47,11.03,23.98,51.77,312.48,0,49.3
2023-08-21,HVAC System,34.37,9.45,26.83,43.81,0.0,0,324.72
2023-08-21,Air Compressor,17.16,8.17,31.71,39.58,0.0,0,140.2
2023-08-21,Lighting System,6.27,12.6,27.98,62.42,0.0,0,79.0
2023-08-21,Water Pump,6.48,7.46,23.83,30.27,0.0,0,48.37
2023-08-21,Steam Boiler,42.32,8.57,23.15,49.97,0.0,1,435.38
2023-08-22,Spinning Machine,17.17,11.49,32.0,32.22,190.47,0,197.25
2023-08-22,Weaving Machine,12.61,9.58,23.04,59.05,737.04,0,120.86
2023-08-22,Dyeing Machine,25.62,9.49,27.8,56.89,167.57,0,243.05
2023-08-22,Cutting Machine,9.76,10.02,33.69,48.82,456.03,0,97.87
2023-08-22,Sewing Machine,3.12,10.54,30.4,33.92,230.95,1,39.51
2023-08-22,HVAC System,28.08,8.13,21.56,53.67,0.0,0,228.37
2023-08-22,Air Compressor,14.85,9.39,33.0,35.3,0.0,0,139.42
2023-08-22,Lighting System,3.58,13.64,24.54,51.03,0.0,0,48.89
